caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_sports,act_leisure
2.01403E+13,North Carolina,"$40,000 to $49,999",51,Male,Employed - at work,Full time,500,35,0,35
2.01403E+13,Oklahoma,"Less than $5,000",80,Male,Employed - at work,Part time,540,240,0,240
2.01403E+13,Texas,"$30,000 to $34,999",65,Female,Employed - at work,Full time,480,180,0,180
2.01403E+13,California,"$150,000 and over",60,Female,Employed - at work,Full time,0,645,0,645
2.01403E+13,Wisconsin,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,510,0,510
2.01403E+13,New York,"$100,000 to $149,999",50,Female,Employed - at work,Full time,10,215,60,275
2.01403E+13,North Carolina,"$10,000 to $12,499",68,Female,Employed - at work,Part time,0,420,0,420
2.01403E+13,Pennsylvania,"$30,000 to $34,999",71,Male,Employed - at work,Part time,83,190,0,190
2.01403E+13,Indiana,"$25,000 to $29,999",58,Female,Employed - at work,Part time,0,595,0,595
2.01403E+13,Pennsylvania,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,260,0,260
2.01403E+13,Wisconsin,"$50,000 to $59,999",59,Male,Employed - at work,Full time,440,420,0,420
2.01403E+13,Minnesota,"$40,000 to $49,999",65,Male,Employed - at work,Part time,0,400,90,490
2.01403E+13,Oklahoma,"$60,000 to $74,999",56,Male,Employed - at work,Full time,761,30,0,30
2.01403E+13,Texas,"$30,000 to $34,999",64,Female,Employed - at work,Part time,240,370,0,370
2.01403E+13,Connecticut,"$150,000 and over",58,Male,Employed - at work,Full time,0,715,0,715
2.01403E+13,Iowa,"$25,000 to $29,999",60,Female,Employed - at work,Full time,0,195,0,195
2.01403E+13,Wisconsin,"$150,000 and over",61,Male,Employed - at work,Full time,530,135,55,190
2.01403E+13,Texas,"$100,000 to $149,999",60,Female,Employed - at work,Part time,0,95,0,95
2.01403E+13,Oklahoma,"$60,000 to $74,999",54,Female,Employed - at work,Full time,0,358,0,358
2.01403E+13,Mississippi,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,270,45,315
2.01403E+13,Arkansas,"$7,500 to $9,999",70,Female,Employed - at work,Part time,310,279,0,279
2.01403E+13,Florida,"$100,000 to $149,999",56,Female,Employed - at work,Full time,40,455,0,455
2.01403E+13,Florida,"$60,000 to $74,999",58,Female,Employed - at work,Full time,0,0,0,0
2.01403E+13,Massachusetts,"$150,000 and over",35,Male,Employed - at work,Full time,285,302,0,302
2.01404E+13,New York,"$75,000 to $99,999",50,Female,Employed - at work,Full time,45,624,120,744
2.01404E+13,New Jersey,"$100,000 to $149,999",59,Female,Employed - at work,Part time,306,69,50,119
2.01404E+13,Mississippi,"$25,000 to $29,999",64,Female,Employed - at work,Part time,270,305,0,305
2.01404E+13,Arizona,"$30,000 to $34,999",53,Female,Employed - at work,Part time,0,240,0,240
2.01404E+13,Illinois,"$25,000 to $29,999",55,Female,Employed - at work,Full time,495,0,0,0
2.01404E+13,South Carolina,"$60,000 to $74,999",80,Male,Employed - at work,Full time,420,255,0,255
2.01404E+13,Indiana,"$40,000 to $49,999",52,Male,Employed - at work,Full time,585,180,0,180
2.01404E+13,Kentucky,"$5,000 to $7,499",77,Female,Employed - at work,Full time,180,495,0,495
2.01404E+13,California,"$20,000 to $24,999",55,Male,Employed - at work,Full time,705,335,0,335
2.01404E+13,Vermont,"$150,000 and over",60,Male,Employed - at work,Full time,630,90,210,300
2.01404E+13,California,"Less than $5,000",58,Male,Employed - at work,Part time,508,385,0,385
2.01404E+13,Colorado,"$150,000 and over",67,Male,Employed - at work,Full time,30,180,90,270
2.01404E+13,New Hampshire,"$25,000 to $29,999",18,Female,Employed - at work,Part time,330,240,150,390
2.01404E+13,Oregon,"$150,000 and over",18,Female,Employed - at work,Part time,0,220,91,311
2.01404E+13,Georgia,"$75,000 to $99,999",18,Female,Employed - at work,Part time,251,0,0,0
2.01404E+13,Michigan,"$40,000 to $49,999",45,Female,Employed - at work,Part time,580,111,0,111
2.01404E+13,South Dakota,"$5,000 to $7,499",62,Female,Employed - absent,Part time,0,270,0,270
2.01404E+13,Kansas,"$30,000 to $34,999",60,Male,Employed - at work,Full time,480,120,0,120
2.01404E+13,Florida,"$50,000 to $59,999",53,Male,Employed - at work,Full time,0,100,0,100
2.01404E+13,California,"$40,000 to $49,999",51,Male,Employed - at work,Full time,475,425,0,425
2.01404E+13,Alabama,"$35,000 to $39,999",62,Male,Employed - at work,Full time,525,155,0,155
2.01404E+13,North Carolina,"$150,000 and over",51,Female,Employed - at work,Full time,0,378,0,378
2.01404E+13,Georgia,"$75,000 to $99,999",56,Female,Employed - at work,Full time,0,307,45,352
2.01404E+13,Florida,"$150,000 and over",49,Male,Employed - at work,Full time,0,120,0,120
2.01404E+13,California,"$50,000 to $59,999",53,Female,Employed - at work,Full time,590,180,0,180
2.01404E+13,Virginia,"$100,000 to $149,999",59,Female,Employed - at work,Full time,465,45,0,45
2.01404E+13,District of Columbia,"$150,000 and over",55,Male,Employed - at work,Full time,795,0,0,0
2.01404E+13,California,"$30,000 to $34,999",57,Female,Employed - at work,Part time,420,205,0,205
2.01404E+13,New Jersey,"$100,000 to $149,999",57,Female,Employed - at work,Full time,480,80,0,80
2.01404E+13,California,"$150,000 and over",29,Male,Employed - at work,Full time,60,155,0,155
2.01404E+13,Virginia,"$100,000 to $149,999",71,Female,Employed - at work,Full time,765,65,0,65
2.01404E+13,Michigan,"$40,000 to $49,999",63,Male,Employed - at work,Full time,543,217,0,217
2.01404E+13,Kansas,"$100,000 to $149,999",56,Male,Employed - at work,Full time,438,270,0,270
2.01404E+13,Pennsylvania,"$40,000 to $49,999",59,Female,Employed - at work,Full time,0,550,0,550
2.01404E+13,Washington,"$100,000 to $149,999",77,Male,Employed - at work,Part time,45,0,0,0
2.01404E+13,Wisconsin,"$100,000 to $149,999",57,Male,Employed - at work,Full time,555,150,90,240
2.01404E+13,California,"$35,000 to $39,999",59,Male,Employed - at work,Full time,405,315,60,375
2.01404E+13,Virginia,"$100,000 to $149,999",33,Male,Employed - at work,Full time,0,170,0,170
2.01404E+13,Illinois,"$50,000 to $59,999",59,Female,Employed - at work,Full time,0,345,0,345
2.01404E+13,Colorado,"$10,000 to $12,499",65,Female,Employed - at work,Part time,0,465,0,465
2.01404E+13,California,"$40,000 to $49,999",55,Male,Employed - at work,Full time,0,615,0,615
2.01404E+13,Kentucky,"$40,000 to $49,999",58,Female,Employed - at work,Full time,0,60,0,60
2.01404E+13,California,"$20,000 to $24,999",74,Female,Employed - at work,Part time,0,60,0,60
2.01404E+13,Arizona,"$30,000 to $34,999",64,Male,Employed - at work,Full time,490,185,0,185
2.01404E+13,Maryland,"$50,000 to $59,999",51,Male,Employed - at work,Full time,495,190,0,190
2.01404E+13,Mississippi,"$20,000 to $24,999",54,Female,Employed - at work,Full time,497,148,0,148
2.01404E+13,Texas,"$10,000 to $12,499",53,Female,Employed - at work,Part time,465,45,0,45
2.01404E+13,Louisiana,"$12,500 to $14,999",55,Male,Employed - at work,Part time,0,475,0,475
2.01404E+13,North Carolina,"$60,000 to $74,999",65,Female,Employed - at work,Part time,290,100,0,100
2.01404E+13,Indiana,"$30,000 to $34,999",59,Female,Employed - at work,Full time,0,429,0,429
2.01404E+13,Alabama,"$100,000 to $149,999",56,Male,Employed - at work,Full time,390,210,0,210
2.01404E+13,South Carolina,"$75,000 to $99,999",63,Male,Employed - at work,Full time,475,120,55,175
2.01404E+13,Rhode Island,"$150,000 and over",70,Female,Employed - at work,Part time,225,360,0,360
2.01404E+13,Indiana,"$30,000 to $34,999",59,Female,Employed - at work,Part time,348,297,0,297
2.01404E+13,Florida,"$100,000 to $149,999",51,Male,Employed - at work,Full time,544,320,0,320
2.01404E+13,Ohio,"$75,000 to $99,999",55,Male,Employed - at work,Full time,0,339,0,339
2.01404E+13,Texas,"$60,000 to $74,999",25,Female,Employed - at work,Full time,420,75,60,135
2.01404E+13,West Virginia,"$15,000 to $19,999",63,Female,Employed - at work,Full time,525,0,0,0
2.01404E+13,California,"$100,000 to $149,999",66,Female,Employed - at work,Full time,590,150,0,150
2.01404E+13,California,"$60,000 to $74,999",65,Female,Employed - at work,Full time,87,299,0,299
2.01404E+13,Connecticut,"$60,000 to $74,999",54,Female,Employed - at work,Full time,468,265,15,280
2.01404E+13,Michigan,"$40,000 to $49,999",53,Female,Employed - at work,Full time,0,180,0,180
2.01404E+13,Indiana,"$75,000 to $99,999",59,Female,Employed - at work,Full time,585,110,0,110
2.01404E+13,California,"$50,000 to $59,999",58,Female,Employed - at work,Full time,0,338,0,338
2.01404E+13,Minnesota,"$150,000 and over",55,Female,Employed - at work,Part time,420,185,0,185
2.01404E+13,Rhode Island,"$40,000 to $49,999",52,Female,Employed - at work,Full time,537,329,0,329
2.01404E+13,Kentucky,"$60,000 to $74,999",53,Female,Employed - at work,Part time,0,720,0,720
2.01404E+13,California,"$35,000 to $39,999",54,Female,Employed - at work,Full time,0,0,0,0
2.01404E+13,Texas,"$50,000 to $59,999",58,Male,Employed - at work,Full time,510,135,0,135
2.01404E+13,California,"$75,000 to $99,999",50,Female,Employed - at work,Full time,0,300,0,300
2.01404E+13,North Carolina,"$15,000 to $19,999",73,Male,Employed - at work,Part time,0,590,0,590
2.01404E+13,Oregon,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,245,0,245
2.01404E+13,New York,"$150,000 and over",53,Male,Employed - at work,Full time,0,100,0,100
2.01404E+13,Minnesota,"$40,000 to $49,999",61,Male,Employed - at work,Full time,840,0,0,0
2.01404E+13,Ohio,"$35,000 to $39,999",67,Male,Employed - at work,Full time,370,255,0,255
2.01404E+13,Ohio,"$150,000 and over",61,Female,Employed - at work,Full time,75,180,0,180
2.01404E+13,New Jersey,"$35,000 to $39,999",58,Female,Employed - at work,Full time,0,245,0,245
2.01404E+13,Pennsylvania,"$50,000 to $59,999",66,Male,Employed - at work,Full time,555,378,0,378
2.01404E+13,Iowa,"$10,000 to $12,499",26,Male,Employed - at work,Part time,0,75,150,225
2.01404E+13,Nebraska,"$50,000 to $59,999",57,Male,Employed - at work,Full time,505,238,45,283
2.01404E+13,New York,"$75,000 to $99,999",42,Male,Employed - at work,Full time,760,0,0,0
2.01404E+13,Florida,"$75,000 to $99,999",62,Female,Employed - at work,Full time,765,90,0,90
2.01404E+13,Pennsylvania,"$75,000 to $99,999",29,Female,Employed - at work,Full time,725,205,0,205
2.01404E+13,Louisiana,"$75,000 to $99,999",59,Female,Employed - at work,Full time,0,390,0,390
2.01404E+13,Maine,"$15,000 to $19,999",80,Female,Employed - at work,Full time,570,258,0,258
2.01404E+13,Michigan,"$50,000 to $59,999",50,Male,Employed - at work,Full time,455,80,0,80
2.01404E+13,Illinois,"$150,000 and over",59,Female,Employed - at work,Full time,0,285,30,315
2.01404E+13,South Carolina,"$40,000 to $49,999",66,Female,Employed - at work,Part time,0,570,0,570
2.01404E+13,Pennsylvania,"$25,000 to $29,999",68,Female,Employed - at work,Part time,0,435,0,435
2.01404E+13,Utah,"$50,000 to $59,999",53,Male,Employed - at work,Full time,555,150,0,150
2.01404E+13,Maryland,"$10,000 to $12,499",67,Male,Employed - at work,Part time,0,545,0,545
2.01404E+13,Texas,"$60,000 to $74,999",57,Female,Employed - at work,Full time,510,180,60,240
2.01404E+13,Arkansas,"$150,000 and over",64,Female,Employed - at work,Full time,495,20,0,20
2.01404E+13,Massachusetts,"$100,000 to $149,999",55,Male,Employed - at work,Full time,0,405,0,405
2.01404E+13,New York,"$10,000 to $12,499",58,Female,Employed - at work,Part time,369,220,0,220
2.01404E+13,Missouri,"$100,000 to $149,999",63,Female,Employed - at work,Full time,0,450,0,450
2.01404E+13,Oklahoma,"$25,000 to $29,999",57,Male,Employed - at work,Full time,470,445,0,445
2.01404E+13,Kentucky,"$30,000 to $34,999",58,Male,Employed - at work,Full time,475,135,0,135
2.01404E+13,Alabama,"$150,000 and over",57,Male,Employed - at work,Full time,0,180,180,360
2.01404E+13,Virginia,"$75,000 to $99,999",52,Male,Employed - at work,Full time,555,285,0,285
2.01404E+13,Pennsylvania,"$75,000 to $99,999",51,Male,Employed - at work,Full time,0,510,0,510
2.01404E+13,Georgia,"$40,000 to $49,999",33,Female,Employed - at work,Full time,790,0,0,0
2.01404E+13,Virginia,"$60,000 to $74,999",26,Male,Employed - at work,Part time,0,430,0,430
2.01404E+13,Texas,"$50,000 to $59,999",18,Female,Employed - at work,Part time,395,0,0,0
2.01404E+13,New Jersey,"$150,000 and over",76,Male,Employed - at work,Full time,690,60,0,60
2.01404E+13,Texas,"$100,000 to $149,999",51,Female,Employed - at work,Full time,360,210,0,210
2.01404E+13,Wisconsin,"$12,500 to $14,999",59,Male,Employed - at work,Full time,90,265,0,265
2.01404E+13,Texas,"$100,000 to $149,999",50,Male,Employed - at work,Full time,0,182,0,182
2.01404E+13,Iowa,"$60,000 to $74,999",53,Male,Employed - at work,Full time,0,590,0,590
2.01404E+13,Wisconsin,"$75,000 to $99,999",57,Female,Employed - at work,Full time,425,435,0,435
2.01404E+13,Arkansas,"$30,000 to $34,999",54,Female,Employed - at work,Part time,515,105,0,105
2.01404E+13,Pennsylvania,"$20,000 to $24,999",50,Female,Employed - at work,Full time,0,238,0,238
2.01404E+13,Louisiana,"$40,000 to $49,999",56,Male,Employed - at work,Part time,630,165,30,195
2.01404E+13,Hawaii,"$25,000 to $29,999",61,Female,Employed - at work,Part time,445,260,0,260
2.01404E+13,New Jersey,"$40,000 to $49,999",58,Female,Employed - at work,Full time,150,85,0,85
2.01404E+13,Washington,"$35,000 to $39,999",64,Female,Employed - at work,Full time,405,60,0,60
2.01404E+13,New Hampshire,"$40,000 to $49,999",61,Female,Employed - at work,Full time,453,207,0,207
2.01404E+13,California,"$25,000 to $29,999",63,Male,Employed - at work,Full time,505,125,0,125
2.01404E+13,Louisiana,"$7,500 to $9,999",59,Female,Employed - at work,Part time,0,360,30,390
2.01404E+13,Colorado,"$7,500 to $9,999",49,Male,Employed - at work,Full time,480,60,0,60
2.01404E+13,California,"$35,000 to $39,999",55,Male,Employed - at work,Full time,597,90,0,90
2.01404E+13,Vermont,"$30,000 to $34,999",69,Female,Employed - at work,Part time,0,525,60,585
2.01404E+13,Tennessee,"Less than $5,000",24,Female,Employed - at work,Full time,0,535,0,535
2.01404E+13,Texas,"Less than $5,000",54,Female,Employed - at work,Part time,80,620,0,620
2.01404E+13,Massachusetts,"$35,000 to $39,999",61,Female,Employed - at work,Full time,60,330,0,330
2.01404E+13,South Carolina,"$50,000 to $59,999",63,Female,Employed - at work,Full time,510,175,0,175
2.01404E+13,Tennessee,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,315,270,585
2.01404E+13,West Virginia,"Less than $5,000",57,Female,Employed - at work,Part time,60,525,0,525
2.01404E+13,Connecticut,"$100,000 to $149,999",58,Male,Employed - at work,Part time,435,190,0,190
2.01404E+13,Florida,"$20,000 to $24,999",52,Male,Employed - at work,Full time,525,420,0,420
2.01404E+13,Michigan,"$100,000 to $149,999",61,Male,Employed - at work,Full time,635,157,0,157
2.01404E+13,Texas,"$75,000 to $99,999",32,Male,Employed - at work,Full time,470,235,0,235
2.01404E+13,Connecticut,"$25,000 to $29,999",55,Male,Employed - at work,Full time,700,45,0,45
2.01404E+13,Ohio,"$7,500 to $9,999",29,Female,Employed - at work,Full time,343,193,0,193
2.01404E+13,California,"$150,000 and over",73,Male,Employed - at work,Full time,325,390,0,390
2.01404E+13,Maryland,"$100,000 to $149,999",67,Male,Employed - at work,Full time,420,325,0,325
2.01404E+13,Tennessee,"$40,000 to $49,999",53,Male,Employed - at work,Full time,445,345,0,345
2.01404E+13,Indiana,"$30,000 to $34,999",60,Female,Employed - at work,Full time,715,7,0,7
2.01404E+13,Tennessee,"$20,000 to $24,999",57,Male,Employed - at work,Full time,455,150,60,210
2.01404E+13,California,"$30,000 to $34,999",77,Male,Employed - at work,Part time,0,240,120,360
2.01404E+13,New York,"$50,000 to $59,999",52,Male,Employed - at work,Full time,0,165,0,165
2.01404E+13,Virginia,"$20,000 to $24,999",58,Male,Employed - at work,Full time,0,120,0,120
2.01404E+13,Florida,"$25,000 to $29,999",58,Male,Employed - at work,Full time,0,180,0,180
2.01404E+13,Oregon,"$40,000 to $49,999",59,Male,Employed - at work,Full time,227,230,0,230
2.01404E+13,California,"$25,000 to $29,999",62,Male,Employed - at work,Full time,494,242,0,242
2.01404E+13,Ohio,"$75,000 to $99,999",68,Male,Employed - at work,Part time,0,330,0,330
2.01404E+13,New York,"$60,000 to $74,999",64,Male,Employed - at work,Full time,510,260,0,260
2.01404E+13,Kentucky,"$15,000 to $19,999",31,Female,Employed - at work,Part time,395,45,0,45
2.01404E+13,Georgia,"$15,000 to $19,999",53,Male,Employed - at work,Full time,270,315,0,315
2.01404E+13,Iowa,"$25,000 to $29,999",61,Male,Employed - at work,Full time,511,145,0,145
2.01404E+13,Texas,"$60,000 to $74,999",46,Female,Employed - at work,Full time,600,60,0,60
2.01404E+13,Kansas,"$75,000 to $99,999",57,Male,Employed - at work,Full time,45,315,0,315
2.01404E+13,North Carolina,"$150,000 and over",50,Male,Employed - at work,Full time,635,180,0,180
2.01405E+13,Utah,"$40,000 to $49,999",53,Male,Employed - at work,Full time,0,270,0,270
2.01405E+13,Colorado,"$60,000 to $74,999",65,Male,Employed - at work,Part time,455,0,30,30
2.01405E+13,Maryland,"$75,000 to $99,999",29,Female,Employed - at work,Full time,525,265,0,265
2.01405E+13,Oregon,"$60,000 to $74,999",57,Male,Employed - at work,Full time,230,316,0,316
2.01405E+13,Wisconsin,"$50,000 to $59,999",50,Male,Employed - at work,Full time,0,1020,0,1020
2.01405E+13,Colorado,"$50,000 to $59,999",69,Male,Employed - at work,Full time,420,0,0,0
2.01405E+13,Maryland,"$100,000 to $149,999",61,Female,Employed - at work,Full time,570,60,0,60
2.01405E+13,California,"$7,500 to $9,999",56,Male,Employed - at work,Full time,0,470,0,470
2.01405E+13,New York,"$60,000 to $74,999",54,Male,Employed - at work,Full time,435,402,0,402
2.01405E+13,North Carolina,"$100,000 to $149,999",53,Male,Employed - at work,Full time,520,60,0,60
2.01405E+13,California,"$60,000 to $74,999",60,Female,Employed - at work,Full time,720,140,0,140
2.01405E+13,Washington,"$100,000 to $149,999",57,Male,Employed - at work,Full time,420,247,0,247
2.01405E+13,California,"$60,000 to $74,999",52,Male,Employed - at work,Full time,680,120,0,120
2.01405E+13,Alabama,"$7,500 to $9,999",65,Male,Employed - at work,Part time,0,530,30,560
2.01405E+13,California,"$100,000 to $149,999",53,Female,Employed - at work,Full time,450,43,60,103
2.01405E+13,Pennsylvania,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,845,0,845
2.01405E+13,North Carolina,"$30,000 to $34,999",56,Male,Employed - at work,Full time,0,663,0,663
2.01405E+13,Arkansas,"$60,000 to $74,999",59,Male,Employed - at work,Full time,594,220,0,220
2.01405E+13,Illinois,"$60,000 to $74,999",52,Female,Employed - at work,Full time,0,569,0,569
2.01405E+13,Arizona,"$150,000 and over",53,Female,Employed - at work,Full time,540,150,0,150
2.01405E+13,Illinois,"$35,000 to $39,999",51,Female,Employed - at work,Part time,370,130,0,130
2.01405E+13,New York,"$150,000 and over",67,Male,Employed - at work,Full time,600,105,75,180
2.01405E+13,New Mexico,"$100,000 to $149,999",57,Male,Employed - at work,Full time,0,467,267,734
2.01405E+13,New Mexico,"$25,000 to $29,999",57,Male,Employed - at work,Full time,0,520,0,520
2.01405E+13,Florida,"$35,000 to $39,999",57,Female,Employed - at work,Full time,484,405,0,405
2.01405E+13,Florida,"$150,000 and over",59,Male,Employed - at work,Full time,545,200,0,200
2.01405E+13,Ohio,"$10,000 to $12,499",56,Female,Employed - at work,Part time,455,195,0,195
2.01405E+13,Wisconsin,"$75,000 to $99,999",54,Male,Employed - at work,Full time,520,211,0,211
2.01405E+13,California,"$75,000 to $99,999",52,Male,Employed - at work,Full time,375,60,0,60
2.01405E+13,Virginia,"$60,000 to $74,999",43,Male,Employed - at work,Full time,0,180,0,180
2.01405E+13,Minnesota,"$100,000 to $149,999",63,Male,Employed - at work,Full time,0,120,0,120
2.01405E+13,Idaho,"$75,000 to $99,999",51,Male,Employed - at work,Full time,585,195,0,195
2.01405E+13,Wisconsin,"$50,000 to $59,999",67,Female,Employed - at work,Full time,525,180,0,180
2.01405E+13,Missouri,"$100,000 to $149,999",50,Female,Employed - at work,Full time,450,115,0,115
2.01405E+13,Texas,"$40,000 to $49,999",57,Female,Employed - at work,Full time,488,90,0,90
2.01405E+13,Pennsylvania,"$40,000 to $49,999",61,Male,Employed - at work,Full time,392,55,0,55
2.01405E+13,California,"$150,000 and over",51,Female,Employed - at work,Full time,555,180,0,180
2.01405E+13,Washington,"$15,000 to $19,999",58,Male,Employed - at work,Part time,0,330,0,330
2.01405E+13,Massachusetts,"$60,000 to $74,999",63,Female,Employed - at work,Part time,290,419,0,419
2.01405E+13,Vermont,"$150,000 and over",55,Male,Employed - at work,Full time,533,120,170,290
2.01405E+13,Indiana,"Less than $5,000",61,Female,Employed - at work,Full time,0,610,0,610
2.01405E+13,Oregon,"$50,000 to $59,999",53,Male,Employed - at work,Full time,0,270,0,270
2.01405E+13,California,"$40,000 to $49,999",55,Female,Employed - at work,Full time,425,245,0,245
2.01405E+13,Iowa,"$50,000 to $59,999",52,Male,Employed - at work,Full time,600,60,0,60
2.01405E+13,Utah,"$100,000 to $149,999",55,Female,Employed - at work,Full time,460,270,0,270
2.01405E+13,Montana,"$20,000 to $24,999",80,Female,Employed - at work,Part time,525,285,0,285
2.01405E+13,New Jersey,"$75,000 to $99,999",54,Female,Employed - at work,Part time,65,210,0,210
2.01405E+13,Indiana,"$150,000 and over",52,Female,Employed - at work,Full time,480,178,0,178
2.01405E+13,Georgia,"$75,000 to $99,999",51,Male,Employed - at work,Full time,420,383,0,383
2.01405E+13,Wisconsin,"$60,000 to $74,999",66,Female,Employed - at work,Part time,0,278,0,278
2.01405E+13,Ohio,"$35,000 to $39,999",57,Male,Employed - at work,Full time,600,130,0,130
2.01405E+13,Arizona,"$30,000 to $34,999",59,Female,Employed - at work,Full time,515,125,0,125
2.01405E+13,Texas,"$100,000 to $149,999",53,Female,Employed - at work,Full time,0,360,20,380
2.01405E+13,Michigan,"$50,000 to $59,999",63,Female,Employed - at work,Full time,0,540,0,540
2.01405E+13,Texas,"$7,500 to $9,999",53,Male,Employed - at work,Full time,605,95,0,95
2.01405E+13,Ohio,"$100,000 to $149,999",57,Female,Employed - at work,Full time,585,35,0,35
2.01405E+13,California,"$40,000 to $49,999",35,Male,Employed - at work,Full time,613,130,60,190
2.01405E+13,New Jersey,"$40,000 to $49,999",66,Female,Employed - at work,Full time,445,240,15,255
2.01405E+13,New York,"$30,000 to $34,999",60,Male,Employed - at work,Full time,420,285,0,285
2.01405E+13,North Carolina,"$150,000 and over",50,Male,Employed - at work,Full time,5,275,0,275
2.01405E+13,Iowa,"$20,000 to $24,999",60,Female,Employed - at work,Part time,40,789,0,789
2.01405E+13,Florida,"$15,000 to $19,999",51,Male,Employed - absent,Part time,0,30,0,30
2.01405E+13,New York,"$40,000 to $49,999",80,Male,Employed - at work,Part time,15,190,0,190
2.01405E+13,Idaho,"$15,000 to $19,999",21,Female,Employed - at work,Part time,0,70,90,160
2.01405E+13,New York,"$150,000 and over",64,Male,Employed - at work,Full time,0,140,225,365
2.01405E+13,Indiana,"$75,000 to $99,999",53,Female,Employed - at work,Full time,340,120,0,120
2.01405E+13,California,"$35,000 to $39,999",62,Female,Employed - at work,Full time,535,30,0,30
2.01405E+13,Texas,"$100,000 to $149,999",55,Female,Employed - at work,Full time,0,605,0,605
2.01405E+13,Utah,"$100,000 to $149,999",62,Male,Employed - at work,Full time,315,365,0,365
2.01405E+13,New York,"$75,000 to $99,999",80,Male,Employed - at work,Full time,450,30,0,30
2.01405E+13,Texas,"$75,000 to $99,999",61,Female,Employed - at work,Full time,0,175,120,295
2.01405E+13,North Carolina,"$35,000 to $39,999",52,Female,Employed - at work,Full time,573,60,0,60
2.01405E+13,Texas,"$30,000 to $34,999",64,Male,Employed - at work,Full time,0,425,0,425
2.01405E+13,Utah,"$100,000 to $149,999",63,Female,Employed - at work,Full time,533,443,0,443
2.01405E+13,Florida,"$150,000 and over",54,Female,Employed - at work,Full time,480,240,45,285
2.01405E+13,Michigan,"$60,000 to $74,999",56,Female,Employed - at work,Full time,180,510,0,510
2.01405E+13,Washington,"$60,000 to $74,999",57,Male,Employed - absent,Full time,0,250,0,250
2.01405E+13,Florida,"$100,000 to $149,999",57,Female,Employed - at work,Part time,0,663,0,663
2.01405E+13,California,"$100,000 to $149,999",52,Male,Employed - at work,Full time,0,175,55,230
2.01405E+13,California,"$75,000 to $99,999",54,Male,Employed - at work,Full time,445,145,0,145
2.01405E+13,Massachusetts,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,153,0,153
2.01405E+13,Florida,"$60,000 to $74,999",51,Female,Employed - at work,Full time,655,0,0,0
2.01405E+13,Florida,"$60,000 to $74,999",56,Female,Employed - at work,Full time,5,130,0,130
2.01405E+13,Pennsylvania,"$35,000 to $39,999",54,Female,Employed - at work,Full time,0,575,0,575
2.01405E+13,Utah,"$20,000 to $24,999",31,Female,Employed - at work,Part time,300,230,0,230
2.01405E+13,Wisconsin,"$75,000 to $99,999",66,Female,Employed - at work,Full time,780,70,0,70
2.01405E+13,Washington,"$100,000 to $149,999",68,Female,Employed - at work,Part time,5,510,0,510
2.01405E+13,North Carolina,"$60,000 to $74,999",62,Female,Employed - at work,Full time,0,180,0,180
2.01405E+13,California,"$40,000 to $49,999",64,Female,Employed - at work,Full time,500,180,60,240
2.01405E+13,Alabama,"$100,000 to $149,999",52,Female,Employed - at work,Part time,210,0,0,0
2.01405E+13,Georgia,"$150,000 and over",72,Male,Employed - at work,Part time,225,343,0,343
2.01405E+13,Minnesota,"$20,000 to $24,999",58,Male,Employed - at work,Full time,538,0,0,0
2.01405E+13,Connecticut,"$60,000 to $74,999",72,Male,Employed - at work,Full time,0,250,0,250
2.01405E+13,Michigan,"$15,000 to $19,999",71,Female,Employed - at work,Part time,440,120,0,120
2.01405E+13,Kansas,"$20,000 to $24,999",25,Female,Employed - at work,Part time,0,465,40,505
2.01405E+13,Indiana,"$75,000 to $99,999",54,Male,Employed - at work,Full time,595,150,0,150
2.01405E+13,Iowa,"$25,000 to $29,999",66,Male,Employed - at work,Part time,270,450,0,450
2.01405E+13,Colorado,"Less than $5,000",55,Female,Employed - at work,Part time,297,251,0,251
2.01405E+13,New Hampshire,"$60,000 to $74,999",64,Female,Employed - at work,Full time,0,480,0,480
2.01405E+13,New York,"$40,000 to $49,999",67,Female,Employed - at work,Part time,0,280,0,280
2.01405E+13,South Carolina,"$35,000 to $39,999",66,Male,Employed - at work,Part time,0,270,0,270
2.01405E+13,Georgia,"$100,000 to $149,999",66,Female,Employed - at work,Part time,237,278,30,308
2.01405E+13,New Mexico,"$40,000 to $49,999",51,Female,Employed - at work,Full time,0,120,0,120
2.01405E+13,Arizona,"$150,000 and over",52,Male,Employed - at work,Full time,420,150,0,150
2.01405E+13,Arkansas,"$50,000 to $59,999",68,Female,Employed - at work,Full time,0,150,0,150
2.01405E+13,Indiana,"$25,000 to $29,999",56,Male,Employed - at work,Full time,385,330,0,330
2.01405E+13,Florida,"$100,000 to $149,999",61,Female,Employed - at work,Full time,0,200,0,200
2.01405E+13,North Carolina,"$100,000 to $149,999",59,Male,Employed - at work,Full time,310,285,0,285
2.01405E+13,California,"$40,000 to $49,999",69,Female,Employed - at work,Part time,0,245,0,245
2.01405E+13,Wisconsin,"$50,000 to $59,999",53,Male,Employed - at work,Full time,484,69,120,189
