caseid,year,statefip,famincome,hh_child,age,sex,race,schlcoll,empstat,fullpart,act_carehh,act_carenhh,act_educ,act_food,act_govserv,act_hhact,act_hhserv,act_pcare,act_phone,act_profserv,act_purch,act_relig,act_social,act_sports,act_travel,act_vol,act_work
20140403141820,2014,"Kentucky","$30,000 to $34,999","No",58,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,130,0,505,30,0,15,0,135,0,120,0,475
20140403141822,2014,"Alabama","$150,000 and over","No",57,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,420,0,570,0,0,0,0,180,180,60,0,0
20140403141826,2014,"Maryland","$30,000 to $34,999","No",76,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,30,0,60,0,275,0,485,0,15,60,0,430,0,85,0,0
20140403141828,2014,"Minnesota","$75,000 to $99,999","No",80,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,3,0,130,0,80,0,405,0,0,0,125,496,95,106,0,0
20140403141829,2014,"Virginia","$75,000 to $99,999","No",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,90,0,390,0,0,0,0,285,0,90,0,555
20140403141832,2014,"Pennsylvania","$150,000 and over","Yes",46,"Male","White only","Not enrolled","Employed - at work","Part time",83,0,0,90,0,36,0,529,0,0,10,0,125,0,105,0,334
20140403141836,2014,"Pennsylvania","$75,000 to $99,999","No",51,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,240,0,100,0,520,0,0,0,0,510,0,40,0,0
20140403141842,2014,"Indiana","$50,000 to $59,999","Yes",40,"Female","White only","Not enrolled","Employed - at work","Full time",95,0,0,71,0,14,0,530,0,0,60,0,75,0,45,0,550
20140403141844,2014,"Illinois","$50,000 to $59,999","No",64,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,0,0,405,0,0,0,0,590,135,150,130,0
20140403141846,2014,"New Jersey","$40,000 to $49,999","No",75,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,120,0,0,0,600,60,0,0,315,163,0,182,0,0
20140403141848,2014,"Washington","$60,000 to $74,999","No",29,"Male","Asian only","Not enrolled","Employed - at work","Full time",0,0,0,45,0,35,0,555,0,0,0,0,225,15,30,0,535
20140403141851,2014,"Virginia","$100,000 to $149,999","Yes",44,"Female","White-American Indian","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,110,0,180,0,607,30,0,90,0,315,0,73,20,0
20140403141852,2014,"New Jersey","$100,000 to $149,999","Yes",37,"Male","Asian only","Not enrolled","Employed - at work","Full time",240,0,0,80,0,30,0,620,0,0,100,0,270,0,100,0,0
20140403141853,2014,"North Carolina","$30,000 to $34,999","Yes",49,"Male","White only","Not enrolled","Employed - at work","Full time",15,0,0,15,0,5,0,525,0,0,0,0,90,0,65,0,680
20140403141859,2014,"Georgia","$40,000 to $49,999","No",33,"Female","White only","College/university full time","Employed - at work","Full time",0,0,0,10,0,155,0,432,0,0,0,0,0,0,53,0,790
20140403141863,2014,"Virginia","$60,000 to $74,999","No",26,"Male","Black only","College/university full time","Employed - at work","Part time",0,0,0,100,0,0,0,645,0,0,0,230,430,0,35,0,0
20140403141864,2014,"Missouri","$100,000 to $149,999","Yes",36,"Male","White only","Not enrolled","Employed - at work","Full time",120,0,0,90,0,330,0,720,0,0,60,0,60,0,60,0,0
20140403141883,2014,"Texas","$40,000 to $49,999","No",41,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,65,0,10,0,375,0,20,15,0,270,0,115,0,570
20140403141884,2014,"South Dakota","$20,000 to $24,999","No",28,"Male","White only","Not enrolled","Employed - at work","Full time",0,15,0,170,0,30,0,510,0,0,30,0,435,0,250,0,0
20140403141889,2014,"Michigan","$7,500 to $9,999","Yes",34,"Female","Black-American Indian","Not enrolled","Employed - at work","Full time",140,0,0,205,0,45,0,465,0,0,130,0,0,0,50,150,255
20140403141893,2014,"Missouri","$7,500 to $9,999","Yes",52,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",126,0,0,30,0,148,0,565,0,0,80,0,391,0,70,0,0
20140403141895,2014,"New York","$35,000 to $39,999","Yes",21,"Female","White-Black","Not enrolled","Not in labor force","NIU (Not in universe)",151,0,0,55,0,170,0,510,0,0,0,0,524,0,0,0,0
20140403141896,2014,"Tennessee","$30,000 to $34,999","No",62,"Male","White only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,0,0,0,0,509,0,0,120,0,495,0,316,0,0
20140403141901,2014,"Texas","$50,000 to $59,999","No",18,"Female","White only","High school full time","Employed - at work","Part time",0,0,385,15,0,0,0,565,0,0,0,0,0,0,80,0,395
20140403141903,2014,"California","$15,000 to $19,999","Yes",27,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,35,0,670,0,480,0,0,0,0,255,0,0,0,0
20140403141904,2014,"New Jersey","$150,000 and over","No",76,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,135,0,0,0,405,0,0,0,0,60,0,150,0,690
20140403141908,2014,"Texas","$100,000 to $149,999","No",51,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,180,0,490,0,0,10,0,210,0,130,0,360
20140403141909,2014,"New York","$40,000 to $49,999","Yes",65,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",20,0,0,75,0,0,0,1170,0,0,0,0,175,0,0,0,0
20140403141911,2014,"Illinois","$5,000 to $7,499","No",44,"Female","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,60,0,120,0,940,0,0,95,0,180,0,45,0,0
20140403141915,2014,"Nevada","$15,000 to $19,999","No",72,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,7,0,180,0,330,0,723,0,0,35,0,120,0,45,0,0
20140403141918,2014,"Hawaii","$35,000 to $39,999","No",49,"Female","White-Asian","Not enrolled","Employed - at work","Part time",0,0,0,31,0,79,0,517,0,0,17,0,150,145,84,0,415
20140403141924,2014,"Colorado","$150,000 and over","Yes",54,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,5,0,55,0,570,0,0,0,0,205,75,150,0,380
20140403141930,2014,"Louisiana","$15,000 to $19,999","No",67,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,75,0,105,0,583,0,0,0,175,405,0,97,0,0
20140403141939,2014,"New Hampshire","$60,000 to $74,999","Yes",52,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,75,0,30,0,510,0,0,0,0,170,0,235,0,420
20140403141944,2014,"Iowa","$40,000 to $49,999","No",23,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,60,0,630,0,0,0,0,45,0,30,0,645
20140403141945,2014,"Ohio","$150,000 and over","Yes",45,"Male","White only","Not enrolled","Employed - at work","Full time",20,2,0,10,0,410,0,600,0,0,0,0,308,0,40,0,0
20140403141950,2014,"New York","$150,000 and over","Yes",39,"Female","White only","Not enrolled","Unemployed - looking","NIU (Not in universe)",190,0,0,10,0,390,0,375,0,40,45,0,75,90,225,0,0
20140403141958,2014,"Wisconsin","$12,500 to $14,999","No",59,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,5,0,150,0,15,0,780,0,0,10,0,265,0,125,0,90
20140403141960,2014,"Alabama","$15,000 to $19,999","Yes",49,"Female","Black only","Not enrolled","Employed - at work","Full time",0,0,0,15,0,195,0,295,5,0,0,0,434,0,41,0,455
20140403141961,2014,"Texas","$100,000 to $149,999","No",50,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,55,0,80,0,393,0,573,0,0,87,0,182,0,60,0,0
20140403141962,2014,"Iowa","$60,000 to $74,999","No",53,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",10,0,0,50,0,225,0,410,0,0,80,0,590,0,75,0,0
20140403141963,2014,"Wisconsin","$75,000 to $99,999","No",57,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,45,0,68,0,285,0,0,49,0,435,0,96,15,425
20140403141964,2014,"North Dakota","$100,000 to $149,999","Yes",34,"Female","White only","Not enrolled","Employed - at work","Full time",15,0,0,40,0,15,10,420,0,0,25,0,256,90,106,0,463
20140403141968,2014,"California","$30,000 to $34,999","No",70,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,65,0,277,0,665,0,0,105,0,248,0,60,0,0
20140403141971,2014,"Virginia","$75,000 to $99,999","Yes",35,"Female","White only","Not enrolled","Employed - at work","Full time",385,0,0,130,0,50,0,370,0,0,0,0,175,0,235,0,0
20140403141972,2014,"Florida","$30,000 to $34,999","Yes",42,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,20,0,385,0,420,0,0,5,180,60,0,370,0,0
20140403141974,2014,"Virginia","$30,000 to $34,999","No",45,"Male","White only","Not enrolled","Employed - at work","Part time",0,0,0,70,0,330,0,540,0,0,0,0,30,0,90,0,380
20140403141975,2014,"Arkansas","$30,000 to $34,999","No",54,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,70,0,100,0,615,0,0,0,0,105,0,35,0,515
20140403141977,2014,"Illinois","$75,000 to $99,999","Yes",43,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,291,0,480,0,0,0,0,90,0,44,0,475
20140403141981,2014,"Illinois","$75,000 to $99,999","No",67,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",5,0,0,70,0,195,0,510,60,0,180,0,360,0,60,0,0
20140403141983,2014,"Pennsylvania","$20,000 to $24,999","No",50,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,99,0,60,0,295,0,675,0,0,0,0,238,0,73,0,0
20140403141986,2014,"New York","$35,000 to $39,999","No",74,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,145,0,195,0,550,0,0,0,0,440,0,0,0,0
20140403141995,2014,"Michigan","$150,000 and over","No",53,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,50,0,60,0,600,0,0,0,0,730,0,0,0,0
20140403141999,2014,"Florida","$75,000 to $99,999","No",68,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,120,0,150,90,450,0,0,0,0,630,0,0,0,0
20140403142001,2014,"Texas","$50,000 to $59,999","Yes",42,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",197,0,0,50,0,335,0,555,0,0,90,0,110,0,98,5,0
20140403142019,2014,"Idaho","$50,000 to $59,999","Yes",32,"Male","White only","Not enrolled","Employed - at work","Part time",210,0,0,45,0,374,0,642,0,0,45,0,100,0,24,0,0
20140403142026,2014,"Louisiana","$40,000 to $49,999","No",56,"Male","Black only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,55,0,20,0,360,0,0,60,0,165,30,120,0,630
20140403142030,2014,"Tennessee","$75,000 to $99,999","Yes",41,"Female","White only","Not enrolled","Employed - at work","Full time",0,30,0,210,0,95,0,615,0,15,105,0,204,0,166,0,0
20140403142034,2014,"Hawaii","$25,000 to $29,999","No",61,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,60,0,0,0,590,0,40,0,0,260,0,45,0,445
20140403142036,2014,"New Jersey","$40,000 to $49,999","No",58,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,45,0,0,0,705,60,15,0,75,85,0,220,0,150
20140403142043,2014,"New Jersey","$10,000 to $12,499","No",51,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,45,0,450,0,0,0,0,855,30,0,0,0
20140403142044,2014,"Tennessee","$100,000 to $149,999","Yes",17,"Male","White only","High school full time","Employed - at work","Part time",0,29,440,60,20,11,0,567,0,0,0,0,0,0,58,0,255
20140403142051,2014,"Wisconsin","$5,000 to $7,499","No",64,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,300,30,0,390,0,515,0,0,20,0,80,0,75,0,0
20140403142052,2014,"Washington","$35,000 to $39,999","No",64,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,180,0,80,0,15,0,600,10,0,0,0,60,0,90,0,405
20140403142056,2014,"Ohio","$100,000 to $149,999","Yes",43,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,40,0,15,0,580,0,0,0,0,120,530,50,0,105
20140403142057,2014,"Michigan","$35,000 to $39,999","Yes",43,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,50,0,15,0,500,0,0,0,0,0,0,70,0,805
20140403142059,2014,"Nevada","$75,000 to $99,999","No",49,"Male","Black only","Not enrolled","Employed - at work","Full time",0,0,0,45,0,60,0,840,30,0,0,0,465,0,0,0,0
20140403142063,2014,"Kentucky","$5,000 to $7,499","Yes",24,"Male","White only","College/university full time","Not in labor force","NIU (Not in universe)",403,0,0,110,0,0,0,560,0,0,45,0,240,0,82,0,0
20140403142064,2014,"Wisconsin","$10,000 to $12,499","Yes",27,"Male","White only","College/university full time","Employed - at work","Part time",0,0,290,60,0,150,0,455,0,0,0,0,210,0,25,0,250
20140403142065,2014,"New Hampshire","$40,000 to $49,999","No",61,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,70,0,660,0,0,0,0,207,0,20,0,453
20140403142068,2014,"Wisconsin","$100,000 to $149,999","Yes",34,"Female","White only","Not enrolled","Employed - at work","Part time",305,0,0,45,0,135,0,645,20,0,30,0,110,20,30,0,0
20140403142072,2014,"Wisconsin","$150,000 and over","Yes",45,"Female","White only","Not enrolled","Employed - at work","Full time",20,0,0,45,0,15,0,590,0,0,0,0,150,0,75,0,545
20140403142075,2014,"Vermont","$30,000 to $34,999","Yes",15,"Female","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,0,50,0,80,0,660,0,0,0,0,635,0,15,0,0
20140403142078,2014,"California","$100,000 to $149,999","Yes",31,"Female","White only","Not enrolled","Employed - at work","Part time",90,0,0,80,0,45,0,600,0,0,0,0,140,0,35,0,450
20140403142079,2014,"Massachusetts","$75,000 to $99,999","Yes",34,"Female","White only","Not enrolled","Employed - at work","Part time",288,0,0,23,0,145,0,615,5,0,80,0,253,0,31,0,0
20140403142082,2014,"Nevada","$100,000 to $149,999","Yes",34,"Female","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",255,0,0,65,0,510,0,610,0,0,0,0,0,0,0,0,0
20140403142083,2014,"California","$150,000 and over","Yes",16,"Female","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,75,30,0,250,0,655,0,0,40,0,90,180,120,0,0
20140403142085,2014,"Michigan","$25,000 to $29,999","No",75,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,135,0,210,0,731,0,0,75,0,239,0,50,0,0
20140403142089,2014,"Colorado","$30,000 to $34,999","No",39,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,75,0,255,0,675,0,0,75,0,250,0,110,0,0
20140403142093,2014,"Mississippi","$100,000 to $149,999","Yes",29,"Male","White only","College/university part time","Employed - at work","Full time",180,0,0,120,0,60,0,415,0,0,5,0,180,0,0,0,480
20140403142094,2014,"California","$40,000 to $49,999","No",33,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,0,0,0,0,605,0,0,0,0,30,60,130,0,615
20140403142101,2014,"Maryland","$25,000 to $29,999","No",74,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,89,0,40,0,135,0,489,0,0,200,0,266,75,100,0,0
20140403142103,2014,"Georgia","$35,000 to $39,999","No",56,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,10,0,0,0,390,0,0,0,0,1040,0,0,0,0
20140403142104,2014,"Texas","$150,000 and over","Yes",59,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,50,0,165,0,500,0,0,0,0,125,0,70,0,530
20140403142105,2014,"Arizona","$100,000 to $149,999","No",33,"Male","Asian only","Not enrolled","Employed - at work","Full time",0,0,0,80,0,60,0,710,0,0,60,0,440,45,45,0,0
20140403142110,2014,"North Carolina","$15,000 to $19,999","Yes",34,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,45,0,0,0,525,0,0,0,0,0,0,120,0,750
20140403142119,2014,"Michigan","$40,000 to $49,999","Yes",35,"Male","White only","Not enrolled","Employed - at work","Full time",80,0,0,35,0,51,0,395,0,0,0,0,344,45,70,0,420
20140403142126,2014,"California","$25,000 to $29,999","No",63,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,80,0,90,0,630,0,0,0,0,125,0,10,0,505
20140403142127,2014,"Missouri","$60,000 to $74,999","No",46,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,255,0,452,0,0,80,0,550,0,40,3,0
20140403142129,2014,"Florida","$40,000 to $49,999","No",25,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,330,0,60,0,730,0,0,0,0,245,0,75,0,0
20140403142132,2014,"Arkansas","$35,000 to $39,999","Yes",29,"Female","White only","Not enrolled","Employed - at work","Full time",185,0,0,85,0,0,0,852,0,0,0,0,285,0,33,0,0
20140403142138,2014,"Pennsylvania","$25,000 to $29,999","Yes",52,"Female","Hawaiian Pacific Islander only","NIU (Not in universe)","Employed - at work","Full time",280,0,0,0,0,106,0,640,0,0,0,0,329,0,85,0,0
20140403142141,2014,"Missouri","$75,000 to $99,999","Yes",47,"Male","White only","Not enrolled","Employed - at work","Full time",125,0,0,85,0,0,0,545,0,5,15,0,100,0,85,0,480
20140403142150,2014,"New York","$35,000 to $39,999","Yes",43,"Female","Black only","Not enrolled","Employed - at work","Part time",0,0,0,60,0,30,0,540,0,0,0,0,258,0,132,0,420
20140403142152,2014,"Ohio","$75,000 to $99,999","No",31,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,225,0,770,45,0,60,0,275,5,30,0,0
20140403142155,2014,"Louisiana","$30,000 to $34,999","No",63,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,25,0,215,0,690,0,0,70,90,300,0,50,0,0
20140403142158,2014,"Iowa","$75,000 to $99,999","No",46,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,100,0,590,0,510,0,0,0,0,205,0,10,0,25
20140403142160,2014,"Wisconsin","$40,000 to $49,999","No",41,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,540,0,0,0,0,80,0,30,215,545
20140403142165,2014,"Louisiana","$7,500 to $9,999","No",59,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,25,0,130,0,650,0,0,60,150,360,30,35,0,0
20140403142172,2014,"Colorado","$7,500 to $9,999","No",49,"Male","White only","College/university full time","Employed - at work","Full time",0,0,330,30,0,0,0,540,0,0,0,0,60,0,0,0,480
20140403142173,2014,"Nebraska","$60,000 to $74,999","Yes",46,"Female","White only","Not enrolled","Employed - at work","Part time",30,0,0,90,0,15,0,535,0,0,0,0,285,0,35,0,450
20140403142176,2014,"Tennessee","$20,000 to $24,999","No",85,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,240,0,570,60,0,0,75,420,15,0,0,0
20140403142179,2014,"Virginia","$100,000 to $149,999","Yes",54,"Female","Asian only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,165,0,5,0,604,0,0,0,0,220,0,42,0,404
20140403142181,2014,"California","$35,000 to $39,999","No",55,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,85,0,65,0,557,0,0,0,0,90,0,46,0,597
20140403142188,2014,"Washington","$75,000 to $99,999","Yes",39,"Female","White only","Not enrolled","Employed - at work","Part time",70,0,0,90,0,385,0,560,0,0,60,0,205,0,20,0,0
20140403142192,2014,"Vermont","$30,000 to $34,999","No",69,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,70,0,145,0,510,20,0,0,0,525,60,110,0,0
20140403142193,2014,"Tennessee","Less than $5,000","No",24,"Female","White only","College/university full time","Employed - at work","Full time",0,0,0,65,0,20,0,645,0,0,20,80,535,0,75,0,0
20140403142194,2014,"Missouri","$75,000 to $99,999","Yes",45,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,80,0,0,0,820,20,0,0,0,485,0,35,0,0
20140403142196,2014,"Ohio","$75,000 to $99,999","Yes",29,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",315,0,0,85,0,35,265,570,0,0,0,0,105,0,65,0,0
20140403142198,2014,"Texas","Less than $5,000","No",54,"Female","Black only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,45,0,65,0,610,0,0,0,0,620,0,20,0,80
20140403142200,2014,"New Jersey","$75,000 to $99,999","No",19,"Female","White only","Not enrolled","Employed - at work","Full time",4,0,0,75,0,15,0,557,0,25,34,0,588,30,92,0,0
20140403142201,2014,"South Carolina","$40,000 to $49,999","Yes",39,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,110,0,165,0,615,0,0,150,0,330,0,70,0,0
20140403142204,2014,"North Carolina","$20,000 to $24,999","No",62,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,105,0,240,0,720,0,0,0,0,375,0,0,0,0
20140403142207,2014,"Minnesota","$20,000 to $24,999","No",34,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,50,0,15,0,520,0,0,10,0,300,0,30,0,515
20140403142210,2014,"Maryland","$150,000 and over","No",31,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,50,0,165,0,140,0,0,0,0,0,60,55,30,940
20140403142215,2014,"Alaska","$20,000 to $24,999","No",69,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,35,0,0,0,837,0,0,0,0,562,0,6,0,0
20140403142217,2014,"Massachusetts","$35,000 to $39,999","No",61,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,25,0,345,0,600,0,0,60,0,330,0,20,0,60
20140403142219,2014,"Illinois","$75,000 to $99,999","No",26,"Male","White only","Not enrolled","Employed - at work","Full time",0,840,0,20,0,0,0,520,0,0,0,0,0,0,60,0,0
20140403142221,2014,"South Carolina","$50,000 to $59,999","No",63,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,25,0,30,0,565,0,0,75,0,175,0,60,0,510
20140403142223,2014,"Indiana","Less than $5,000","No",60,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",75,0,0,105,0,75,0,750,105,0,0,0,330,0,0,0,0
20140403142224,2014,"Texas","$20,000 to $24,999","No",80,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,120,0,155,0,0,0,330,0,0,0,0,700,0,0,0,0
20140403142226,2014,"Illinois","Less than $5,000","Yes",43,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",110,0,0,30,0,45,0,660,0,0,0,0,540,0,55,0,0
20140403142227,2014,"Tennessee","$100,000 to $149,999","No",54,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,31,0,120,0,17,0,370,0,0,0,0,315,270,237,0,0
20140403142229,2014,"Georgia","$35,000 to $39,999","No",47,"Male","Black only","Not enrolled","Employed - at work","Full time",0,0,0,15,0,0,0,420,0,0,0,0,450,0,30,0,525
20140403142232,2014,"Georgia","$20,000 to $24,999","No",23,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,45,0,145,0,615,0,0,60,0,280,180,115,0,0
20140403142236,2014,"Virginia","$150,000 and over","Yes",41,"Male","White only","Not enrolled","Employed - at work","Full time",85,0,0,65,0,95,0,460,0,0,0,0,150,0,120,0,465
20140403142239,2014,"Iowa","$30,000 to $34,999","Yes",19,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",445,0,0,60,0,155,0,740,0,0,0,0,0,0,40,0,0
20140403142242,2014,"West Virginia","Less than $5,000","No",57,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,65,0,105,0,595,0,0,40,0,525,0,50,0,60
20140403142245,2014,"Arizona","$10,000 to $12,499","Yes",43,"Female","White only","Not enrolled","Employed - at work","Part time",0,0,0,91,0,75,0,832,0,0,0,0,255,0,7,0,180
20140403142248,2014,"California","$12,500 to $14,999","No",85,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,230,0,0,0,590,0,0,0,0,520,40,60,0,0
20140403142252,2014,"Texas","$60,000 to $74,999","No",48,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,105,0,181,0,480,0,0,0,0,37,0,80,0,557
20140403142256,2014,"California","$40,000 to $49,999","No",69,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,80,0,45,0,480,0,0,0,0,835,0,0,0,0
20140403142257,2014,"Michigan","$50,000 to $59,999","No",74,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,75,0,20,0,916,0,0,0,0,368,0,61,0,0
20140403142259,2014,"Louisiana","Less than $5,000","Yes",24,"Female","Black only","College/university full time","Employed - at work","Part time",0,1,0,48,0,0,0,225,0,0,3,0,365,105,63,0,180
20140403142263,2014,"Connecticut","$100,000 to $149,999","No",58,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,100,0,105,0,515,0,0,0,0,190,0,80,0,435
20140403142264,2014,"Massachusetts","$20,000 to $24,999","Yes",42,"Female","White only","Not enrolled","Employed - at work","Part time",40,0,0,25,0,80,0,525,0,0,0,0,240,0,35,0,495
20140403142265,2014,"Florida","$75,000 to $99,999","No",67,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",465,0,0,45,0,155,0,330,0,0,60,0,265,0,120,0,0
20140403142268,2014,"Florida","$20,000 to $24,999","No",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,10,0,0,0,450,0,0,0,0,420,0,35,0,525
20140403142269,2014,"South Carolina","$10,000 to $12,499","No",79,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,0,0,90,0,600,0,0,0,0,570,0,0,180,0
20140403142270,2014,"Maine","$75,000 to $99,999","Yes",35,"Female","White only","Not enrolled","Unemployed - on layoff","NIU (Not in universe)",62,0,0,75,0,255,0,585,0,0,60,0,256,0,62,0,30
20140403142275,2014,"Michigan","$100,000 to $149,999","No",61,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,35,0,40,0,525,15,0,10,0,157,0,23,0,635
20140403142279,2014,"New York","$10,000 to $12,499","No",76,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,180,0,175,0,600,0,0,30,0,370,45,40,0,0
20140403142280,2014,"Pennsylvania","$75,000 to $99,999","Yes",15,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,475,0,0,390,0,475,0,70,0,0
20140403142282,2014,"Texas","$75,000 to $99,999","No",32,"Male","White only","College/university part time","Employed - at work","Full time",0,0,60,5,0,0,0,620,0,0,5,0,235,0,45,0,470
20140403142283,2014,"Missouri","$150,000 and over","Yes",67,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,110,0,65,0,540,0,0,105,0,568,0,52,0,0
20140403142294,2014,"Connecticut","$25,000 to $29,999","No",55,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,0,0,485,0,0,0,150,45,0,0,0,700
20140403142296,2014,"Idaho","$30,000 to $34,999","Yes",32,"Female","White only","Not enrolled","Employed - at work","Part time",199,1,0,30,0,267,0,520,5,0,15,0,321,0,82,0,0
