caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_leisure,act_sports,act_pcare,act_educ
2.01E+13,Wyoming,"$35,000 to $39,999",56,Female,Employed - at work,Full time,120,75,75,0,585,0
2.01E+13,California,"$50,000 to $59,999",56,Female,Employed - absent,Full time,0,592,592,0,625,0
2.01E+13,Pennsylvania,"$20,000 to $24,999",61,Female,Employed - at work,Full time,407,270,270,0,629,0
2.01E+13,Illinois,"$100,000 to $149,999",61,Female,Employed - absent,Part time,0,460,460,0,600,0
2.01E+13,Montana,"$60,000 to $74,999",24,Male,Employed - at work,Full time,547,0,0,0,675,0
2.01E+13,Michigan,"$40,000 to $49,999",52,Male,Employed - at work,Full time,120,460,460,0,450,0
2.01E+13,California,"$25,000 to $29,999",47,Female,Employed - at work,Full time,230,0,0,0,600,270
2.01E+13,Florida,"$50,000 to $59,999",55,Female,Employed - at work,Full time,250,509,509,0,450,0
2.01E+13,Washington,"$30,000 to $34,999",28,Female,Employed - absent,Full time,0,240,240,0,850,0
2.01E+13,Arkansas,"$60,000 to $74,999",50,Female,Employed - at work,Full time,0,515,515,0,615,0
2.01E+13,South Carolina,"$75,000 to $99,999",70,Male,Employed - at work,Full time,0,405,405,0,565,0
2.01E+13,Virginia,"$150,000 and over",58,Female,Employed - at work,Full time,460,260,260,0,570,0
2.01E+13,Kansas,"$20,000 to $24,999",53,Female,Employed - absent,Part time,0,210,210,0,597,0
2.01E+13,North Carolina,"$60,000 to $74,999",54,Female,Employed - at work,Full time,505,215,215,0,625,0
2.01E+13,Georgia,"$25,000 to $29,999",66,Female,Employed - at work,Full time,460,45,45,0,570,0
2.01E+13,Ohio,"$75,000 to $99,999",59,Male,Employed - at work,Full time,430,335,335,0,330,0
2.01E+13,Colorado,"$30,000 to $34,999",52,Male,Employed - at work,Part time,0,525,615,90,540,0
2.01E+13,Missouri,"$50,000 to $59,999",59,Female,Employed - at work,Part time,450,105,105,0,660,0
2.01E+13,Maryland,"$100,000 to $149,999",55,Female,Employed - at work,Full time,315,210,300,90,510,0
2.01E+13,Texas,"$100,000 to $149,999",61,Female,Employed - at work,Part time,450,105,225,120,540,0
2.01E+13,Texas,"$15,000 to $19,999",60,Male,Employed - absent,Full time,0,420,420,0,570,0
2.01E+13,Maryland,"$75,000 to $99,999",66,Female,Employed - at work,Part time,0,158,158,0,620,0
2.01E+13,Mississippi,"$50,000 to $59,999",66,Female,Employed - at work,Part time,280,220,220,0,705,0
2.01E+13,Illinois,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,680,680,0,330,0
2.01E+13,California,"$40,000 to $49,999",30,Female,Employed - at work,Full time,480,300,300,0,520,0
2.01E+13,Pennsylvania,"$150,000 and over",59,Female,Employed - at work,Full time,0,245,245,0,720,0
2.01E+13,Florida,"$150,000 and over",58,Male,Employed - at work,Full time,15,255,255,0,615,0
2.01E+13,Georgia,"$100,000 to $149,999",58,Male,Employed - at work,Full time,225,0,15,15,550,0
2.01E+13,Wisconsin,"$40,000 to $49,999",53,Female,Employed - at work,Full time,490,228,228,0,610,0
2.01E+13,Virginia,"$10,000 to $12,499",60,Male,Employed - at work,Full time,0,670,670,0,505,0
2.01E+13,Texas,"Less than $5,000",57,Male,Employed - at work,Part time,15,331,331,0,887,0
2.01E+13,Maryland,"$100,000 to $149,999",60,Female,Employed - at work,Part time,510,440,440,0,330,30
2.01E+13,Maine,"$60,000 to $74,999",56,Female,Employed - at work,Full time,0,255,255,0,540,0
2.01E+13,Utah,"$35,000 to $39,999",70,Male,Employed - at work,Part time,0,240,390,150,450,0
2.01E+13,Ohio,"$25,000 to $29,999",74,Male,Employed - at work,Part time,0,425,425,0,645,0
2.01E+13,Mississippi,"$60,000 to $74,999",75,Male,Employed - absent,Full time,0,650,650,0,760,0
2.01E+13,California,"$150,000 and over",61,Male,Employed - at work,Full time,0,320,320,0,660,0
2.01E+13,New Mexico,"$60,000 to $74,999",53,Male,Employed - at work,Full time,0,420,510,90,620,0
2.01E+13,Oklahoma,"$15,000 to $19,999",59,Female,Employed - at work,Full time,560,30,30,0,607,0
2.01E+13,Virginia,"$50,000 to $59,999",66,Male,Employed - at work,Full time,0,465,465,0,600,0
2.01E+13,Oklahoma,"$60,000 to $74,999",69,Female,Employed - at work,Full time,930,0,0,0,465,0
2.01E+13,Kentucky,"$50,000 to $59,999",58,Female,Employed - at work,Full time,615,152,152,0,528,0
2.01E+13,Kentucky,"$20,000 to $24,999",25,Male,Employed - at work,Part time,555,90,90,0,609,105
2.01E+13,California,"$60,000 to $74,999",65,Female,Employed - at work,Full time,0,80,80,0,600,0
2.01E+13,New Jersey,"$100,000 to $149,999",25,Female,Employed - at work,Full time,380,0,0,0,620,295
2.01E+13,Illinois,"$35,000 to $39,999",60,Female,Employed - at work,Full time,0,160,160,0,635,0
2.01E+13,New York,"$20,000 to $24,999",74,Female,Employed - at work,Full time,0,20,40,20,636,0
2.01E+13,Illinois,"$50,000 to $59,999",26,Male,Employed - at work,Full time,0,240,240,0,735,0
2.01E+13,Missouri,"$25,000 to $29,999",64,Female,Employed - at work,Part time,0,328,328,0,750,0
2.01E+13,Texas,"$7,500 to $9,999",67,Female,Employed - at work,Part time,0,765,765,0,585,0
2.01E+13,Kansas,"$30,000 to $34,999",58,Male,Employed - at work,Full time,0,835,835,0,360,0
2.01E+13,Missouri,"$100,000 to $149,999",74,Male,Employed - at work,Full time,0,210,210,0,585,0
2.01E+13,Maryland,"$12,500 to $14,999",61,Female,Employed - at work,Full time,708,45,45,0,450,0
2.01E+13,California,"$75,000 to $99,999",64,Female,Employed - at work,Part time,90,240,260,20,570,0
2.01E+13,North Carolina,"$40,000 to $49,999",51,Male,Employed - at work,Full time,500,35,35,0,645,0
2.01E+13,Oklahoma,"Less than $5,000",80,Male,Employed - at work,Part time,540,240,240,0,420,0
2.01E+13,Texas,"$30,000 to $34,999",65,Female,Employed - at work,Full time,480,180,180,0,455,0
2.01E+13,California,"$150,000 and over",60,Female,Employed - at work,Full time,0,645,645,0,735,0
2.01E+13,Wisconsin,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,510,510,0,615,0
2.01E+13,New York,"$100,000 to $149,999",50,Female,Employed - at work,Full time,10,215,275,60,680,0
2.01E+13,North Carolina,"$10,000 to $12,499",68,Female,Employed - at work,Part time,0,420,420,0,825,0
2.01E+13,Pennsylvania,"$30,000 to $34,999",71,Male,Employed - at work,Part time,83,190,190,0,635,0
2.01E+13,Indiana,"$25,000 to $29,999",58,Female,Employed - at work,Part time,0,595,595,0,660,0
2.01E+13,Pennsylvania,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,260,260,0,630,0
2.01E+13,Wisconsin,"$50,000 to $59,999",59,Male,Employed - at work,Full time,440,420,420,0,435,0
2.01E+13,Minnesota,"$40,000 to $49,999",65,Male,Employed - at work,Part time,0,400,490,90,460,0
2.01E+13,Oklahoma,"$60,000 to $74,999",56,Male,Employed - at work,Full time,761,30,30,0,450,0
2.01E+13,Texas,"$30,000 to $34,999",64,Female,Employed - at work,Part time,240,370,370,0,500,0
2.01E+13,Connecticut,"$150,000 and over",58,Male,Employed - at work,Full time,0,715,715,0,460,0
2.01E+13,Iowa,"$25,000 to $29,999",60,Female,Employed - at work,Full time,0,195,195,0,505,0
2.01E+13,Wisconsin,"$150,000 and over",61,Male,Employed - at work,Full time,530,135,190,55,525,0
2.01E+13,Texas,"$100,000 to $149,999",60,Female,Employed - at work,Part time,0,95,95,0,660,0
2.01E+13,Oklahoma,"$60,000 to $74,999",54,Female,Employed - at work,Full time,0,358,358,0,790,0
2.01E+13,Mississippi,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,270,315,45,660,0
2.01E+13,Arkansas,"$7,500 to $9,999",70,Female,Employed - at work,Part time,310,279,279,0,515,0
2.01E+13,Florida,"$100,000 to $149,999",56,Female,Employed - at work,Full time,40,455,455,0,645,0
2.01E+13,Florida,"$60,000 to $74,999",58,Female,Employed - at work,Full time,0,0,0,0,600,0
2.01E+13,Massachusetts,"$150,000 and over",35,Male,Employed - at work,Full time,285,302,302,0,758,0
2.01E+13,New York,"$75,000 to $99,999",50,Female,Employed - at work,Full time,45,624,744,120,480,0
2.01E+13,New Jersey,"$100,000 to $149,999",59,Female,Employed - at work,Part time,306,69,119,50,473,0
2.01E+13,Mississippi,"$25,000 to $29,999",64,Female,Employed - at work,Part time,270,305,305,0,635,0
2.01E+13,Arizona,"$30,000 to $34,999",53,Female,Employed - at work,Part time,0,240,240,0,495,0
2.01E+13,Illinois,"$25,000 to $29,999",55,Female,Employed - at work,Full time,495,0,0,0,720,0
2.01E+13,South Carolina,"$60,000 to $74,999",80,Male,Employed - at work,Full time,420,255,255,0,465,0
2.01E+13,Indiana,"$40,000 to $49,999",52,Male,Employed - at work,Full time,585,180,180,0,490,0
2.01E+13,Kentucky,"$5,000 to $7,499",77,Female,Employed - at work,Full time,180,495,495,0,540,0
2.01E+13,California,"$20,000 to $24,999",55,Male,Employed - at work,Full time,705,335,335,0,390,0
2.01E+13,Vermont,"$150,000 and over",60,Male,Employed - at work,Full time,630,90,300,210,390,0
2.01E+13,California,"Less than $5,000",58,Male,Employed - at work,Part time,508,385,385,0,480,0
2.01E+13,Colorado,"$150,000 and over",67,Male,Employed - at work,Full time,30,180,270,90,360,0
2.01E+13,New Hampshire,"$25,000 to $29,999",18,Female,Employed - at work,Part time,330,240,390,150,545,0
2.01E+13,Oregon,"$150,000 and over",18,Female,Employed - at work,Part time,0,220,311,91,556,260
2.01E+13,Georgia,"$75,000 to $99,999",18,Female,Employed - at work,Part time,251,0,0,0,529,400
2.01E+13,Michigan,"$40,000 to $49,999",45,Female,Employed - at work,Part time,580,111,111,0,503,0
2.01E+13,South Dakota,"$5,000 to $7,499",62,Female,Employed - absent,Part time,0,270,270,0,750,0
2.01E+13,Kansas,"$30,000 to $34,999",60,Male,Employed - at work,Full time,480,120,120,0,535,0
2.01E+13,Florida,"$50,000 to $59,999",53,Male,Employed - at work,Full time,0,100,100,0,810,0
2.01E+13,California,"$40,000 to $49,999",51,Male,Employed - at work,Full time,475,425,425,0,472,0
2.01E+13,Alabama,"$35,000 to $39,999",62,Male,Employed - at work,Full time,525,155,155,0,500,0
2.01E+13,North Carolina,"$150,000 and over",51,Female,Employed - at work,Full time,0,378,378,0,705,0
2.01E+13,Georgia,"$75,000 to $99,999",56,Female,Employed - at work,Full time,0,307,352,45,660,0
2.01E+13,Florida,"$150,000 and over",49,Male,Employed - at work,Full time,0,120,120,0,380,0
2.01E+13,California,"$50,000 to $59,999",53,Female,Employed - at work,Full time,590,180,180,0,550,0
2.01E+13,Virginia,"$100,000 to $149,999",59,Female,Employed - at work,Full time,465,45,45,0,580,0
2.01E+13,District of Columbia,"$150,000 and over",55,Male,Employed - at work,Full time,795,0,0,0,480,0
2.01E+13,California,"$30,000 to $34,999",57,Female,Employed - at work,Part time,420,205,205,0,600,0
2.01E+13,New Jersey,"$100,000 to $149,999",57,Female,Employed - at work,Full time,480,80,80,0,485,0
2.01E+13,California,"$150,000 and over",29,Male,Employed - at work,Full time,60,155,155,0,750,0
2.01E+13,Virginia,"$100,000 to $149,999",71,Female,Employed - at work,Full time,765,65,65,0,445,0
2.01E+13,Michigan,"$40,000 to $49,999",63,Male,Employed - at work,Full time,543,217,217,0,435,0
2.01E+13,Kansas,"$100,000 to $149,999",56,Male,Employed - at work,Full time,438,270,270,0,450,0
2.01E+13,Pennsylvania,"$40,000 to $49,999",59,Female,Employed - at work,Full time,0,550,550,0,540,0
2.01E+13,Washington,"$100,000 to $149,999",77,Male,Employed - at work,Part time,45,0,0,0,569,0
2.01E+13,Wisconsin,"$100,000 to $149,999",57,Male,Employed - at work,Full time,555,150,240,90,420,0
2.01E+13,California,"$35,000 to $39,999",59,Male,Employed - at work,Full time,405,315,375,60,540,0
2.01E+13,Virginia,"$100,000 to $149,999",33,Male,Employed - at work,Full time,0,170,170,0,415,650
2.01E+13,Illinois,"$50,000 to $59,999",59,Female,Employed - at work,Full time,0,345,345,0,490,0
2.01E+13,Colorado,"$10,000 to $12,499",65,Female,Employed - at work,Part time,0,465,465,0,595,0
2.01E+13,California,"$40,000 to $49,999",55,Male,Employed - at work,Full time,0,615,615,0,510,0
2.01E+13,Kentucky,"$40,000 to $49,999",58,Female,Employed - at work,Full time,0,60,60,0,1230,0
2.01E+13,California,"$20,000 to $24,999",74,Female,Employed - at work,Part time,0,60,60,0,0,0
2.01E+13,Arizona,"$30,000 to $34,999",64,Male,Employed - at work,Full time,490,185,185,0,570,0
2.01E+13,Maryland,"$50,000 to $59,999",51,Male,Employed - at work,Full time,495,190,190,0,450,0
2.01E+13,Mississippi,"$20,000 to $24,999",54,Female,Employed - at work,Full time,497,148,148,0,575,0
2.01E+13,Texas,"$10,000 to $12,499",53,Female,Employed - at work,Part time,465,45,45,0,630,0
2.01E+13,Louisiana,"$12,500 to $14,999",55,Male,Employed - at work,Part time,0,475,475,0,465,0
2.01E+13,North Carolina,"$60,000 to $74,999",65,Female,Employed - at work,Part time,290,100,100,0,590,0
2.01E+13,Indiana,"$30,000 to $34,999",59,Female,Employed - at work,Full time,0,429,429,0,536,0
2.01E+13,Alabama,"$100,000 to $149,999",56,Male,Employed - at work,Full time,390,210,210,0,510,0
2.01E+13,South Carolina,"$75,000 to $99,999",63,Male,Employed - at work,Full time,475,120,175,55,567,0
2.01E+13,Rhode Island,"$150,000 and over",70,Female,Employed - at work,Part time,225,360,360,0,560,0
2.01E+13,Indiana,"$30,000 to $34,999",59,Female,Employed - at work,Part time,348,297,297,0,575,0
2.01E+13,Florida,"$100,000 to $149,999",51,Male,Employed - at work,Full time,544,320,320,0,386,0
2.01E+13,Ohio,"$75,000 to $99,999",55,Male,Employed - at work,Full time,0,339,339,0,522,0
2.01E+13,Texas,"$60,000 to $74,999",25,Female,Employed - at work,Full time,420,75,135,60,660,0
2.01E+13,West Virginia,"$15,000 to $19,999",63,Female,Employed - at work,Full time,525,0,0,0,800,0
2.01E+13,California,"$100,000 to $149,999",66,Female,Employed - at work,Full time,590,150,150,0,555,0
2.01E+13,California,"$60,000 to $74,999",65,Female,Employed - at work,Full time,87,299,299,0,570,0
2.01E+13,Connecticut,"$60,000 to $74,999",54,Female,Employed - at work,Full time,468,265,280,15,485,0
2.01E+13,Michigan,"$40,000 to $49,999",53,Female,Employed - at work,Full time,0,180,180,0,660,0
2.01E+13,Indiana,"$75,000 to $99,999",59,Female,Employed - at work,Full time,585,110,110,0,500,0
2.01E+13,California,"$50,000 to $59,999",58,Female,Employed - at work,Full time,0,338,338,0,780,0
2.01E+13,Minnesota,"$150,000 and over",55,Female,Employed - at work,Part time,420,185,185,0,575,0
2.01E+13,Rhode Island,"$40,000 to $49,999",52,Female,Employed - at work,Full time,537,329,329,0,467,0
2.01E+13,Kentucky,"$60,000 to $74,999",53,Female,Employed - at work,Part time,0,720,720,0,570,0
2.01E+13,California,"$35,000 to $39,999",54,Female,Employed - at work,Full time,0,0,0,0,600,0
2.01E+13,Texas,"$50,000 to $59,999",58,Male,Employed - at work,Full time,510,135,135,0,596,0
2.01E+13,California,"$75,000 to $99,999",50,Female,Employed - at work,Full time,0,300,300,0,791,0
2.01E+13,North Carolina,"$15,000 to $19,999",73,Male,Employed - at work,Part time,0,590,590,0,570,0
2.01E+13,Oregon,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,245,245,0,570,0
2.01E+13,New York,"$150,000 and over",53,Male,Employed - at work,Full time,0,100,100,0,605,0
2.01E+13,Minnesota,"$40,000 to $49,999",61,Male,Employed - at work,Full time,840,0,0,0,480,0
2.01E+13,Ohio,"$35,000 to $39,999",67,Male,Employed - at work,Full time,370,255,255,0,480,0
2.01E+13,Ohio,"$150,000 and over",61,Female,Employed - at work,Full time,75,180,180,0,645,0
2.01E+13,New Jersey,"$35,000 to $39,999",58,Female,Employed - at work,Full time,0,245,245,0,600,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",66,Male,Employed - at work,Full time,555,378,378,0,403,0
2.01E+13,Iowa,"$10,000 to $12,499",26,Male,Employed - at work,Part time,0,75,225,150,600,195
2.01E+13,Nebraska,"$50,000 to $59,999",57,Male,Employed - at work,Full time,505,238,283,45,525,0
2.01E+13,New York,"$75,000 to $99,999",42,Male,Employed - at work,Full time,760,0,0,0,330,220
2.01E+13,Florida,"$75,000 to $99,999",62,Female,Employed - at work,Full time,765,90,90,0,390,0
2.01E+13,Pennsylvania,"$75,000 to $99,999",29,Female,Employed - at work,Full time,725,205,205,0,405,0
2.01E+13,Louisiana,"$75,000 to $99,999",59,Female,Employed - at work,Full time,0,390,390,0,570,0
2.01E+13,Maine,"$15,000 to $19,999",80,Female,Employed - at work,Full time,570,258,258,0,540,0
2.01E+13,Michigan,"$50,000 to $59,999",50,Male,Employed - at work,Full time,455,80,80,0,605,0
2.01E+13,Illinois,"$150,000 and over",59,Female,Employed - at work,Full time,0,285,315,30,800,0
2.01E+13,South Carolina,"$40,000 to $49,999",66,Female,Employed - at work,Part time,0,570,570,0,600,0
2.01E+13,Pennsylvania,"$25,000 to $29,999",68,Female,Employed - at work,Part time,0,435,435,0,420,0
2.01E+13,Utah,"$50,000 to $59,999",53,Male,Employed - at work,Full time,555,150,150,0,600,0
2.01E+13,Maryland,"$10,000 to $12,499",67,Male,Employed - at work,Part time,0,545,545,0,553,0
2.01E+13,Texas,"$60,000 to $74,999",57,Female,Employed - at work,Full time,510,180,240,60,360,0
2.01E+13,Arkansas,"$150,000 and over",64,Female,Employed - at work,Full time,495,20,20,0,785,0
2.01E+13,Massachusetts,"$100,000 to $149,999",55,Male,Employed - at work,Full time,0,405,405,0,630,0
2.01E+13,New York,"$10,000 to $12,499",58,Female,Employed - at work,Part time,369,220,220,0,645,0
2.01E+13,Missouri,"$100,000 to $149,999",63,Female,Employed - at work,Full time,0,450,450,0,690,0
2.01E+13,Oklahoma,"$25,000 to $29,999",57,Male,Employed - at work,Full time,470,445,445,0,420,0
2.01E+13,Kentucky,"$30,000 to $34,999",58,Male,Employed - at work,Full time,475,135,135,0,505,0
2.01E+13,Alabama,"$150,000 and over",57,Male,Employed - at work,Full time,0,180,360,180,570,0
2.01E+13,Virginia,"$75,000 to $99,999",52,Male,Employed - at work,Full time,555,285,285,0,390,0
2.01E+13,Pennsylvania,"$75,000 to $99,999",51,Male,Employed - at work,Full time,0,510,510,0,520,0
2.01E+13,Georgia,"$40,000 to $49,999",33,Female,Employed - at work,Full time,790,0,0,0,432,0
2.01E+13,Virginia,"$60,000 to $74,999",26,Male,Employed - at work,Part time,0,430,430,0,645,0
2.01E+13,Texas,"$50,000 to $59,999",18,Female,Employed - at work,Part time,395,0,0,0,565,385
2.01E+13,New Jersey,"$150,000 and over",76,Male,Employed - at work,Full time,690,60,60,0,405,0
2.01E+13,Texas,"$100,000 to $149,999",51,Female,Employed - at work,Full time,360,210,210,0,490,0
2.01E+13,Wisconsin,"$12,500 to $14,999",59,Male,Employed - at work,Full time,90,265,265,0,780,0
2.01E+13,Texas,"$100,000 to $149,999",50,Male,Employed - at work,Full time,0,182,182,0,573,0
2.01E+13,Iowa,"$60,000 to $74,999",53,Male,Employed - at work,Full time,0,590,590,0,410,0
2.01E+13,Wisconsin,"$75,000 to $99,999",57,Female,Employed - at work,Full time,425,435,435,0,285,0
2.01E+13,Arkansas,"$30,000 to $34,999",54,Female,Employed - at work,Part time,515,105,105,0,615,0
2.01E+13,Pennsylvania,"$20,000 to $24,999",50,Female,Employed - at work,Full time,0,238,238,0,675,0
2.01E+13,Louisiana,"$40,000 to $49,999",56,Male,Employed - at work,Part time,630,165,195,30,360,0
2.01E+13,Hawaii,"$25,000 to $29,999",61,Female,Employed - at work,Part time,445,260,260,0,590,0
2.01E+13,New Jersey,"$40,000 to $49,999",58,Female,Employed - at work,Full time,150,85,85,0,705,0
2.01E+13,Washington,"$35,000 to $39,999",64,Female,Employed - at work,Full time,405,60,60,0,600,0
2.01E+13,New Hampshire,"$40,000 to $49,999",61,Female,Employed - at work,Full time,453,207,207,0,660,0
2.01E+13,California,"$25,000 to $29,999",63,Male,Employed - at work,Full time,505,125,125,0,630,0
2.01E+13,Louisiana,"$7,500 to $9,999",59,Female,Employed - at work,Part time,0,360,390,30,650,0
2.01E+13,Colorado,"$7,500 to $9,999",49,Male,Employed - at work,Full time,480,60,60,0,540,330
2.01E+13,California,"$35,000 to $39,999",55,Male,Employed - at work,Full time,597,90,90,0,557,0
2.01E+13,Vermont,"$30,000 to $34,999",69,Female,Employed - at work,Part time,0,525,585,60,510,0
2.01E+13,Tennessee,"Less than $5,000",24,Female,Employed - at work,Full time,0,535,535,0,645,0
2.01E+13,Texas,"Less than $5,000",54,Female,Employed - at work,Part time,80,620,620,0,610,0
2.01E+13,Massachusetts,"$35,000 to $39,999",61,Female,Employed - at work,Full time,60,330,330,0,600,0
2.01E+13,South Carolina,"$50,000 to $59,999",63,Female,Employed - at work,Full time,510,175,175,0,565,0
2.01E+13,Tennessee,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,315,585,270,370,0
2.01E+13,West Virginia,"Less than $5,000",57,Female,Employed - at work,Part time,60,525,525,0,595,0
2.01E+13,Connecticut,"$100,000 to $149,999",58,Male,Employed - at work,Part time,435,190,190,0,515,0
2.01E+13,Florida,"$20,000 to $24,999",52,Male,Employed - at work,Full time,525,420,420,0,450,0
2.01E+13,Michigan,"$100,000 to $149,999",61,Male,Employed - at work,Full time,635,157,157,0,525,0
2.01E+13,Texas,"$75,000 to $99,999",32,Male,Employed - at work,Full time,470,235,235,0,620,60
2.01E+13,Connecticut,"$25,000 to $29,999",55,Male,Employed - at work,Full time,700,45,45,0,485,0
2.01E+13,Ohio,"$7,500 to $9,999",29,Female,Employed - at work,Full time,343,193,193,0,610,0
2.01E+13,California,"$150,000 and over",73,Male,Employed - at work,Full time,325,390,390,0,360,0
2.01E+13,Maryland,"$100,000 to $149,999",67,Male,Employed - at work,Full time,420,325,325,0,228,0
2.01E+13,Tennessee,"$40,000 to $49,999",53,Male,Employed - at work,Full time,445,345,345,0,540,0
2.01E+13,Indiana,"$30,000 to $34,999",60,Female,Employed - at work,Full time,715,7,7,0,584,0
2.01E+13,Tennessee,"$20,000 to $24,999",57,Male,Employed - at work,Full time,455,150,210,60,580,0
2.01E+13,California,"$30,000 to $34,999",77,Male,Employed - at work,Part time,0,240,360,120,720,0
2.01E+13,New York,"$50,000 to $59,999",52,Male,Employed - at work,Full time,0,165,165,0,720,0
2.01E+13,Virginia,"$20,000 to $24,999",58,Male,Employed - at work,Full time,0,120,120,0,850,0
2.01E+13,Florida,"$25,000 to $29,999",58,Male,Employed - at work,Full time,0,180,180,0,1183,0
2.01E+13,Oregon,"$40,000 to $49,999",59,Male,Employed - at work,Full time,227,230,230,0,600,0
2.01E+13,California,"$25,000 to $29,999",62,Male,Employed - at work,Full time,494,242,242,0,502,0
2.01E+13,Ohio,"$75,000 to $99,999",68,Male,Employed - at work,Part time,0,330,330,0,570,0
2.01E+13,New York,"$60,000 to $74,999",64,Male,Employed - at work,Full time,510,260,260,0,510,0
2.01E+13,Kentucky,"$15,000 to $19,999",31,Female,Employed - at work,Part time,395,45,45,0,610,0
2.01E+13,Georgia,"$15,000 to $19,999",53,Male,Employed - at work,Full time,270,315,315,0,733,0
2.01E+13,Iowa,"$25,000 to $29,999",61,Male,Employed - at work,Full time,511,145,145,0,600,0
2.01E+13,Texas,"$60,000 to $74,999",46,Female,Employed - at work,Full time,600,60,60,0,540,0
2.01E+13,Kansas,"$75,000 to $99,999",57,Male,Employed - at work,Full time,45,315,315,0,570,0
2.01E+13,North Carolina,"$150,000 and over",50,Male,Employed - at work,Full time,635,180,180,0,495,0
2.01E+13,Utah,"$40,000 to $49,999",53,Male,Employed - at work,Full time,0,270,270,0,555,0
2.01E+13,Colorado,"$60,000 to $74,999",65,Male,Employed - at work,Part time,455,0,30,30,550,0
2.01E+13,Maryland,"$75,000 to $99,999",29,Female,Employed - at work,Full time,525,265,265,0,560,0
2.01E+13,Oregon,"$60,000 to $74,999",57,Male,Employed - at work,Full time,230,316,316,0,655,0
2.01E+13,Wisconsin,"$50,000 to $59,999",50,Male,Employed - at work,Full time,0,1020,1020,0,390,0
2.01E+13,Colorado,"$50,000 to $59,999",69,Male,Employed - at work,Full time,420,0,0,0,990,0
2.01E+13,Maryland,"$100,000 to $149,999",61,Female,Employed - at work,Full time,570,60,60,0,450,0
2.01E+13,California,"$7,500 to $9,999",56,Male,Employed - at work,Full time,0,470,470,0,600,0
2.01E+13,New York,"$60,000 to $74,999",54,Male,Employed - at work,Full time,435,402,402,0,390,0
2.01E+13,North Carolina,"$100,000 to $149,999",53,Male,Employed - at work,Full time,520,60,60,0,415,0
2.01E+13,California,"$60,000 to $74,999",60,Female,Employed - at work,Full time,720,140,140,0,425,0
2.01E+13,Washington,"$100,000 to $149,999",57,Male,Employed - at work,Full time,420,247,247,0,545,0
2.01E+13,California,"$60,000 to $74,999",52,Male,Employed - at work,Full time,680,120,120,0,510,0
2.01E+13,Alabama,"$7,500 to $9,999",65,Male,Employed - at work,Part time,0,530,560,30,480,0
2.01E+13,California,"$100,000 to $149,999",53,Female,Employed - at work,Full time,450,43,103,60,515,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,845,845,0,285,0
2.01E+13,North Carolina,"$30,000 to $34,999",56,Male,Employed - at work,Full time,0,663,663,0,530,0
2.01E+13,Arkansas,"$60,000 to $74,999",59,Male,Employed - at work,Full time,594,220,220,0,422,0
2.01E+13,Illinois,"$60,000 to $74,999",52,Female,Employed - at work,Full time,0,569,569,0,550,0
2.01E+13,Arizona,"$150,000 and over",53,Female,Employed - at work,Full time,540,150,150,0,450,0
2.01E+13,Illinois,"$35,000 to $39,999",51,Female,Employed - at work,Part time,370,130,130,0,590,0
2.01E+13,New York,"$150,000 and over",67,Male,Employed - at work,Full time,600,105,180,75,405,0
2.01E+13,New Mexico,"$100,000 to $149,999",57,Male,Employed - at work,Full time,0,467,734,267,620,0
2.01E+13,New Mexico,"$25,000 to $29,999",57,Male,Employed - at work,Full time,0,520,520,0,580,0
2.01E+13,Florida,"$35,000 to $39,999",57,Female,Employed - at work,Full time,484,405,405,0,247,0
2.01E+13,Florida,"$150,000 and over",59,Male,Employed - at work,Full time,545,200,200,0,490,0
2.01E+13,Ohio,"$10,000 to $12,499",56,Female,Employed - at work,Part time,455,195,195,0,660,0
2.01E+13,Wisconsin,"$75,000 to $99,999",54,Male,Employed - at work,Full time,520,211,211,0,440,0
2.01E+13,California,"$75,000 to $99,999",52,Male,Employed - at work,Full time,375,60,60,0,555,0
2.01E+13,Virginia,"$60,000 to $74,999",43,Male,Employed - at work,Full time,0,180,180,0,910,0
2.01E+13,Minnesota,"$100,000 to $149,999",63,Male,Employed - at work,Full time,0,120,120,0,440,0
2.01E+13,Idaho,"$75,000 to $99,999",51,Male,Employed - at work,Full time,585,195,195,0,430,0
2.01E+13,Wisconsin,"$50,000 to $59,999",67,Female,Employed - at work,Full time,525,180,180,0,550,0
2.01E+13,Missouri,"$100,000 to $149,999",50,Female,Employed - at work,Full time,450,115,115,0,540,0
2.01E+13,Texas,"$40,000 to $49,999",57,Female,Employed - at work,Full time,488,90,90,0,600,0
2.01E+13,Pennsylvania,"$40,000 to $49,999",61,Male,Employed - at work,Full time,392,55,55,0,726,0
2.01E+13,California,"$150,000 and over",51,Female,Employed - at work,Full time,555,180,180,0,435,0
2.01E+13,Washington,"$15,000 to $19,999",58,Male,Employed - at work,Part time,0,330,330,0,560,0
2.01E+13,Massachusetts,"$60,000 to $74,999",63,Female,Employed - at work,Part time,290,419,419,0,530,0
